"team","ncaa_id","season","jersey","name","position","height_clean","year","hometown","homestate","high_school","previous_school","url","team_state","conference","division","height_ft","height_in","total_inches","primary_position","secondary_position","position_clean","year_clean","redshirt","hs_clean","hometown_clean","state_clean","country_clean","previous_school_clean"
"Amherst",24,"2025-26","8","Za'Nyah Bernard","G","5'8""","Freshman","Yonkers","New York","Millbrook School",,"https://athletics.amherst.edu/sports/womens-basketball/roster/za-nyah-bernard/17888","MA","NESCAC","III",5,8,68,"GUARD",,"GUARD","Freshman",0,"Millbrook School","YONKERS, NY","NY","USA",
"Angelo St.",25,"2025-26","00","Landry Morrow","G","5'8""","Sr.","Ackerly","Texas","Sands HS",,"https://angelosports.com/sports/womens-basketball/roster/landry-morrow/8868","TX","Lone Star","II",5,8,68,"GUARD",,"GUARD","Senior",0,"Sands HS","ACKERLY, TEXAS","TX","USA",
"Angelo St.",25,"2025-26","1","Taylor Grona","G","5'8""","So.","Fredericksburg","Texas","Fredericksburg HS",,"https://angelosports.com/sports/womens-basketball/roster/taylor-grona/8865","TX","Lone Star","II",5,8,68,"GUARD",,"GUARD","Sophomore",0,"Fredericksburg HS","FREDERICKSBURG, TEXAS","TX","USA",
"Angelo St.",25,"2025-26","10","Kenna Wood","G","5'10""","So.","Wichita Falls","Texas","Holliday HS",,"https://angelosports.com/sports/womens-basketball/roster/kenna-wood/8870","TX","Lone Star","II",5,10,70,"GUARD",,"GUARD","Sophomore",0,"Holliday HS","WICHITA FALLS, TEXAS","TX","USA",
"Angelo St.",25,"2025-26","12","Halle Hughes","G","5'10""","Fr.","Christoval","Texas",,,"https://angelosports.com/sports/womens-basketball/roster/halle-hughes/8872","TX","Lone Star","II",5,10,70,"GUARD",,"GUARD","Freshman",0,"Christoval HS","CHRISTOVAL, TEXAS","TX","USA",
"Angelo St.",25,"2025-26","13","Keniah Williams","C","6'4""","Sr.","Georgetown","Texas","Georgetown HS",,"https://angelosports.com/sports/womens-basketball/roster/keniah-williams/8869","TX","Lone Star","II",6,4,76,"CENTER",,"CENTER","Senior",0,"Georgetown HS","GEORGETOWN, TEXAS","TX","USA",
"Angelo St.",25,"2025-26","2","Stevi Lockhart","G","5'10""","Jr.","Sudan","Texas",,,"https://angelosports.com/sports/womens-basketball/roster/stevi-lockhart/8871","TX","Lone Star","II",5,10,70,"GUARD",,"GUARD","Junior",0,,"SUDAN, TEXAS","TX","USA",
"Angelo St.",25,"2025-26","20","Tristin Keller","G","5'8""","R-Sr.","Mason","Texas",,,"https://angelosports.com/sports/womens-basketball/roster/tristin-keller/8873","TX","Lone Star","II",5,8,68,"GUARD",,"GUARD","Senior",1,,"MASON, TEXAS","TX","USA",
"Angelo St.",25,"2025-26","21","Majik Esquivel","G","5'8""","So.","Lubbock","Texas","Lubbock-Cooper HS",,"https://angelosports.com/sports/womens-basketball/roster/majik-esquivel/8863","TX","Lone Star","II",5,8,68,"GUARD",,"GUARD","Sophomore",0,"Lubbock-Cooper HS","LUBBOCK, TEXAS","TX","USA",
"Angelo St.",25,"2025-26","23","Betti Hamori","F","6'2""","So.","Budapest","Hungary","Pinewood HS",,"https://angelosports.com/sports/womens-basketball/roster/betti-hamori/8866","TX","Lone Star","II",6,2,74,"FORWARD",,"FORWARD","Sophomore",0,"Pinewood HS","BUDAPEST, HUNGARY",,"HUNGARY",
"Angelo St.",25,"2025-26","24","Chidera Ezelio","F","6'2""","Sr.","Lagos","Nigeria",,,"https://angelosports.com/sports/womens-basketball/roster/chidera-ezelio/8864","TX","Lone Star","II",6,2,74,"FORWARD",,"FORWARD","Senior",0,,"LAGOS, NIGERIA",,"NIGERIA",
"Angelo St.",25,"2025-26","27","Dragana Scepanovic","F","6'1""","Fr.","Yverdon-Lea-Bains","Switzerland",,,"https://angelosports.com/sports/womens-basketball/roster/dragana-scepanovic/8874","TX","Lone Star","II",6,1,73,"FORWARD",,"FORWARD","Freshman",0,,"YVERDON LEA-BAINS, SWITZERLAND",,"SWITZERLAND",
"Angelo St.",25,"2025-26","3","Briley Merket","G","5'11""","Sr.","Canadian","Texas","Canadian HS",,"https://angelosports.com/sports/womens-basketball/roster/briley-merket/8867","TX","Lone Star","II",5,11,71,"GUARD",,"GUARD","Senior",0,"Canadian HS","CANADIAN, TEXAS","TX","USA",
"Angelo St.",25,"2025-26","33","Addy Burns","G","5'8""","So.","Lubbock","Texas","New Home HS",,"https://angelosports.com/sports/womens-basketball/roster/addy-burns/8862","TX","Lone Star","II",5,8,68,"GUARD",,"GUARD","Sophomore",0,"New Home HS","LUBBOCK, TEXAS","TX","USA",
"Anna Maria",26,"2025-26","1","Kiara Gauthier","G","5-8","Junior","Warren","Massachusetts","Quaboag Regional",,"https://www.goamcats.com/sports/wbkb/2025-26/bios/gauthier_kiara_z917","MA","Great Northeast","III",5,8,68,"GUARD",,"GUARD","Junior",0,"Quaboag Regional","WARREN, MA","MA","USA",
"Anna Maria",26,"2025-26","10","Camryn Smith","G","5-6","Freshman","Fort Lauderdale","Florida","Coral Springs",,"https://www.goamcats.com/sports/wbkb/2025-26/bios/smith_camryn_63e9","MA","Great Northeast","III",5,6,66,"GUARD",,"GUARD","Freshman",0,"Coral Springs","FORT LAUDERDALE, FL","FL","USA",
"Anna Maria",26,"2025-26","11","Bri Franklin","G","5-9","Sophomore","Brewster","New York","Brewster",,"https://www.goamcats.com/sports/wbkb/2025-26/bios/franklin_bri_a914","MA","Great Northeast","III",5,9,69,"GUARD",,"GUARD","Sophomore",0,"Brewster","BREWSTER, NY","NY","USA",
"Anna Maria",26,"2025-26","12","Taylar Hodge","F","5-8","Freshman","Westbrook","Maine","Westbrook",,"https://www.goamcats.com/sports/wbkb/2025-26/bios/hodge_taylar_xyn7","MA","Great Northeast","III",5,8,68,"FORWARD",,"FORWARD","Freshman",0,"Westbrook","WESTBROOK, ME","ME","USA",
"Anna Maria",26,"2025-26","13","Kennedy Etheridge","F","5-7","Junior","Worcester","Massachusetts","Worcester Tech",,"https://www.goamcats.com/sports/wbkb/2025-26/bios/etheridge_kennedy_z51k","MA","Great Northeast","III",5,7,67,"FORWARD",,"FORWARD","Junior",0,"Worcester Tech","WORCESTER, MA","MA","USA",
"Anna Maria",26,"2025-26","14","Natalie Nguyen","G","5-2","Sophomore","Worcester","Massachusetts","University Park Campus",,"https://www.goamcats.com/sports/wbkb/2025-26/bios/nguyen_natalie_j0ne","MA","Great Northeast","III",5,2,62,"GUARD",,"GUARD","Sophomore",0,"University Park Campus","WORCESTER, MA","MA","USA",
"Anna Maria",26,"2025-26","15","Hannah Baxter","C","6-1","Sophomore","Petersham","Massachusetts","Quabbin Regional",,"https://www.goamcats.com/sports/wbkb/2025-26/bios/baxter_hannah_2jli","MA","Great Northeast","III",6,1,73,"CENTER",,"CENTER","Sophomore",0,"Quabbin Regional","PETERSHAM, MA","MA","USA",
"Anna Maria",26,"2025-26","2","Arianna Gonzalez","G","5-4","Junior","Worcester","Massachusetts","South High",,"https://www.goamcats.com/sports/wbkb/2025-26/bios/gonzalez_arianna_7uci","MA","Great Northeast","III",5,4,64,"GUARD",,"GUARD","Junior",0,"South High","WORCESTER, MA","MA","USA",
"Anna Maria",26,"2025-26","20","MorningStar Danford","F","5-10","Senior","Vernal","Utah","Uintah",,"https://www.goamcats.com/sports/wbkb/2025-26/bios/danford_morningstar_kpye","MA","Great Northeast","III",5,10,70,"FORWARD",,"FORWARD","Senior",0,"Uintah","VERNAL, UT","UT","USA",
"Anna Maria",26,"2025-26","21","Sydney Cohen","G","5-6","Senior","Forestdale","Massachusetts","Barnstable",,"https://www.goamcats.com/sports/wbkb/2025-26/bios/cohen_sydney_v4x7","MA","Great Northeast","III",5,6,66,"GUARD",,"GUARD","Senior",0,"Barnstable","FORESTDALE, MA","MA","USA",
"Anna Maria",26,"2025-26","22","Maddie Teal","G","5-4","Freshman","Oxford","Massachusetts","Bay Path",,"https://www.goamcats.com/sports/wbkb/2025-26/bios/teal_maddie_es8t","MA","Great Northeast","III",5,4,64,"GUARD",,"GUARD","Freshman",0,"Bay Path","OXFORD, MA","MA","USA",
"Anna Maria",26,"2025-26","23","Kimani Wilburn","F","5-9","Junior","Oakland","California","Weston Ranch",,"https://www.goamcats.com/sports/wbkb/2025-26/bios/wilburn_kimani_fbvj","MA","Great Northeast","III",5,9,69,"FORWARD",,"FORWARD","Junior",0,"Weston Ranch","OAKLAND, CA","CA","USA",
"Anna Maria",26,"2025-26","24","Ariana Maultsby","G","5-7","Freshman","Queens","New York","Coxsackie",,"https://www.goamcats.com/sports/wbkb/2025-26/bios/maultsby_ariana_mlit","MA","Great Northeast","III",5,7,67,"GUARD",,"GUARD","Freshman",0,"Coxsackie","QUEENS, NY","NY","USA",
"Anna Maria",26,"2025-26","25","Brooke Austin","G","5-9","Freshman","Barre","Massachusetts","Quabbin",,"https://www.goamcats.com/sports/wbkb/2025-26/bios/austin_brooke_fn7b","MA","Great Northeast","III",5,9,69,"GUARD",,"GUARD","Freshman",0,"Quabbin","BARRE, MA","MA","USA",
"Anna Maria",26,"2025-26","3","Meaghan Doyle","G","5-7","Sophomore","Hardwick","Massachusetts","Quabbin Regional",,"https://www.goamcats.com/sports/wbkb/2025-26/bios/doyle_meaghan_18d2","MA","Great Northeast","III",5,7,67,"GUARD",,"GUARD","Sophomore",0,"Quabbin Regional","HARDWICK, MA","MA","USA",
"Anna Maria",26,"2025-26","30","Tiffany Salazar","G","5-5","Junior","Webster","Massachusetts","Bartlett",,"https://www.goamcats.com/sports/wbkb/2025-26/bios/salazar_tiffany_uptu","MA","Great Northeast","III",5,5,65,"GUARD",,"GUARD","Junior",0,"Bartlett","WEBSTER, MA","MA","USA",
"Anna Maria",26,"2025-26","32","Ahlina Andrews","F","5-7","Sophomore","Clinton","Massachusetts","Clinton",,"https://www.goamcats.com/sports/wbkb/2025-26/bios/andrews_ahlina_uaoj","MA","Great Northeast","III",5,7,67,"FORWARD",,"FORWARD","Sophomore",0,"Clinton","CLINTON, MA","MA","USA",
"Anna Maria",26,"2025-26","33","Mae McGowan","G","5-7","Sophomore","Leicester","Massachusetts","Saint Paul's",,"https://www.goamcats.com/sports/wbkb/2025-26/bios/mcgowan_mae_u3ew","MA","Great Northeast","III",5,7,67,"GUARD",,"GUARD","Sophomore",0,"Saint Paul's","LEICESTER, MA","MA","USA",
"Anna Maria",26,"2025-26","4","Sarah O'Connor","F","5-8","Junior","Leicester","Massachusetts","Leicester",,"https://www.goamcats.com/sports/wbkb/2025-26/bios/o-connor_sarah_7hn8","MA","Great Northeast","III",5,8,68,"FORWARD",,"FORWARD","Junior",0,"Leicester","LEICESTER, MA","MA","USA",
"Anna Maria",26,"2025-26","5","Arianna Saladini","G","5-8","Senior","Fitchburg","Massachusetts","Monty Tech",,"https://www.goamcats.com/sports/wbkb/2025-26/bios/saladini_arianna_jwjg","MA","Great Northeast","III",5,8,68,"GUARD",,"GUARD","Senior",0,"Monty Tech","FITCHBURG, MA","MA","USA",
"Appalachian State",27,"2025-26","0","Emma Smith","G","5'7""","Sr.","Vestavia Hills","Ala","Vestavia Hills","Denver","https://appstatesports.com/sports/womens-basketball/roster/emma-smith/10416","NC","Sun Belt","I",5,7,67,"GUARD",,"GUARD","Senior",0,"Vestavia Hills","VESTAVIA HILLS, ALA","AL","USA","Denver"
"Appalachian State",27,"2025-26","10","Jada Burton","G","5'8""","Gr.","Spartanburg","SC.","James F. Byrnes","Dodge City CC, Western Carolina","https://appstatesports.com/sports/womens-basketball/roster/jada-burton/10417","NC","Sun Belt","I",5,8,68,"GUARD",,"GUARD","Graduate Student",0,"James F. Byrnes","SPARTANBURG, SC","SC","USA","Dodge City CC, Western Carolina"
"Appalachian State",27,"2025-26","17","Feryal Defne Atli","F","6'3""","So.","Mersin","Türkiye","Ankara Ari College","West Virginia","https://appstatesports.com/sports/womens-basketball/roster/feryal-defne-atli/10420","NC","Sun Belt","I",6,3,75,"FORWARD",,"FORWARD","Sophomore",0,"Ankara Ari College","MERSIN, TÜRKIYE",,"TURKEY","West Virginia"
"Appalachian State",27,"2025-26","2","Jayden McBride","G","5'10""","So.","Erie","Pennsylvania","Cathedral Preparatory","Georgetown","https://appstatesports.com/sports/womens-basketball/roster/jayden-mcbride/10419","NC","Sun Belt","I",5,10,70,"GUARD",,"GUARD","Sophomore",0,"Cathedral Preparatory","ERIE, PA","PA","USA","Georgetown"
"Appalachian State",27,"2025-26","20","Elena Pericic","F","6'1""","Sr.","Rijeka","Croatia","Gymnasium Dr. Anton Barac","Salem","https://appstatesports.com/sports/womens-basketball/roster/elena-pericic/10412","NC","Sun Belt","I",6,1,73,"FORWARD",,"FORWARD","Senior",0,"Gymnasium Dr. Anton Barac","RIJEKA, CROATIA",,"CROATIA","Salem"
"Appalachian State",27,"2025-26","23","Riley Stoker","G","6'0""","Fr.","Davie","Fla","Somerset Prep North Lauderdale",,"https://appstatesports.com/sports/womens-basketball/roster/riley-stoker/10415","NC","Sun Belt","I",6,0,72,"GUARD",,"GUARD","Freshman",0,"Somerset Prep North Lauderdale","DAVIE, FLA","FL","USA",
"Appalachian State",27,"2025-26","24","Daisia Mitchell","G","6'0""","Jr.","Riverside","Calif","Etiwanda","St. Mary’s California, Mt. SAC","https://appstatesports.com/sports/womens-basketball/roster/daisia-mitchell/10418","NC","Sun Belt","I",6,0,72,"GUARD",,"GUARD","Junior",0,"Etiwanda","RIVERSIDE, CALIF","CA","USA","St. Mary’s California, Mt. SAC"
"Appalachian State",27,"2025-26","3","Isa Roman","G","5'8""","Fr.","Cary","NC.","Grace Christian",,"https://appstatesports.com/sports/womens-basketball/roster/isa-roman/10414","NC","Sun Belt","I",5,8,68,"GUARD",,"GUARD","Freshman",0,"Grace Christian","CARY, NC","NC","USA",
"Appalachian State",27,"2025-26","30","Addie Biel","F","6'2""","Fr.","Erie","Pennsylvania","Cathedral Preparatory School",,"https://appstatesports.com/sports/womens-basketball/roster/addie-biel/10413","NC","Sun Belt","I",6,2,74,"FORWARD",,"FORWARD","Freshman",0,"Cathedral Preparatory School","ERIE, PA","PA","USA",
"Appalachian State",27,"2025-26","32","Zoë McCrary","F","6'2""","Gr.","Allen","Texas","Allen","College of Charleston","https://appstatesports.com/sports/womens-basketball/roster/zo-mccrary/10411","NC","Sun Belt","I",6,2,74,"FORWARD",,"FORWARD","Graduate Student",0,"Allen","ALLEN, TEXAS","TX","USA","College of Charleston"
"Appalachian State",27,"2025-26","34","Emily Hege","G","5'7""","Sr.","Lexington","NC.","North Davidson","Wingate","https://appstatesports.com/sports/womens-basketball/roster/emily-hege/10410","NC","Sun Belt","I",5,7,67,"GUARD",,"GUARD","Senior",0,"North Davidson","LEXINGTON, NC","NC","USA","Wingate"
"Appalachian State",27,"2025-26","54","Marta Gutierrez","G","5'7""","Jr.","Dénia","Spain","IES Historiador Chabas","Vincennes","https://appstatesports.com/sports/womens-basketball/roster/marta-gutierrez/10421","NC","Sun Belt","I",5,7,67,"GUARD",,"GUARD","Junior",0,"IES Historiador Chabas","DÉNIA, SPAIN",,"SPAIN","Vincennes"
"Arizona State",28,"2025-26","0","Gabby Elliott","Guard","5-10","Graduate Student","Detroit","Mich","Detroit Edison Public School Academy","Penn State","https://thesundevils.com/sports/womens-basketball/roster/player/gabby-elliott","AZ","Pac-12","I",5,10,70,"GUARD",,"GUARD","Graduate Student",0,"Detroit Edison Public School Academy","DETROIT, MICH","MI","USA","Penn State"
"Arizona State",28,"2025-26","1","Amaya Williams","Guard","5-8","Freshman","Mission Viejo","Calif","Mater Dei",,"https://thesundevils.com/sports/womens-basketball/roster/player/amaya-williams","AZ","Pac-12","I",5,8,68,"GUARD",,"GUARD","Freshman",0,"Mater Dei","MISSION VIEJO, CALIF","CA","USA",
"Arizona State",28,"2025-26","10","Acacia Hayes","Guard","5-7","Senior","Murfreesboro","Tenn","Riverdale","Western Kentucky","https://thesundevils.com/sports/womens-basketball/roster/player/acacia-hayes","AZ","Pac-12","I",5,7,67,"GUARD",,"GUARD","Senior",0,"Riverdale","MURFREESBORO, TENN","TN","USA","Western Kentucky"
"Arizona State",28,"2025-26","11","Marley Washenitz","Guard","5-7","Senior","Fairmont","W Va.","Fairmont Sr.","Pittsburgh","https://thesundevils.com/sports/womens-basketball/roster/player/marley-washenitz","AZ","Pac-12","I",5,7,67,"GUARD",,"GUARD","Senior",0,"Fairmont Sr.","FAIRMONT, W VA","VA","USA","Pittsburgh"
"Arizona State",28,"2025-26","12","Makayla Moore","Guard","6-0","Senior","San Jose","Calif","Archbishop Mitty","Seattle U","https://thesundevils.com/sports/womens-basketball/roster/player/makayla-moore","AZ","Pac-12","I",6,0,72,"GUARD",,"GUARD","Senior",0,"Archbishop Mitty","SAN JOSE, CALIF","CA","USA","Seattle U"
"Arizona State",28,"2025-26","13","Last-Tear Poa","Guard","5-11","Fifth Year","Melbourne","Australia","UC Senior Secondary College Lake Ginninderra","LSU","https://thesundevils.com/sports/womens-basketball/roster/player/last-tear-poa","AZ","Pac-12","I",5,11,71,"GUARD",,"GUARD","Senior",0,"UC Senior Secondary College Lake Ginninderra","MELBOURNE, AUSTRALIA",,"AUSTRALIA","LSU"
"Arizona State",28,"2025-26","14","Heloisa Carrera","Forward","6-2","Sophomore","São Paulo","Brazil","IMG Academy","Ole Miss","https://thesundevils.com/sports/womens-basketball/roster/player/heloisa-carrera","AZ","Pac-12","I",6,2,74,"FORWARD",,"FORWARD","Sophomore",0,"IMG Academy","SÃO PAULO, BRAZIL",,"BRAZIL","Mississippi"
"Arizona State",28,"2025-26","21","McKinna Brackens","Forward","6-1","Junior","Fairfield","Texas","Fairfield","UNLV","https://thesundevils.com/sports/womens-basketball/roster/player/mckinna-brackens","AZ","Pac-12","I",6,1,73,"FORWARD",,"FORWARD","Junior",0,"Fairfield","FAIRFIELD, TEXAS","TX","USA","UNLV"
"Arizona State",28,"2025-26","22","Timya Grice","Center","6-5","Redshirt Freshman","Katy","Texas","Taylor HS",,"https://thesundevils.com/sports/womens-basketball/roster/player/timya-grice","AZ","Pac-12","I",6,5,77,"CENTER",,"CENTER","Freshman",1,"Taylor HS","KATY, TEXAS","TX","USA",
"Arizona State",28,"2025-26","23","Jordan Jones","Guard","6-0","Senior","Sylmar","Calif","Cheyenne East","Denver","https://thesundevils.com/sports/womens-basketball/roster/player/jordan-jones","AZ","Pac-12","I",6,0,72,"GUARD",,"GUARD","Senior",0,"Cheyenne East","SYLMAR, CALIF","CA","USA","Denver"
"Arizona State",28,"2025-26","24","Deborah Davenport","Guard/Forward","6-2","Redshirt Junior","Cincinnati","Ohio","Woodward","Northwest Florida State College","https://thesundevils.com/sports/womens-basketball/roster/player/deborah-davenport","AZ","Pac-12","I",6,2,74,"GUARD","FORWARD","GUARD/FORWARD","Junior",1,"Woodward","CINCINNATI, OHIO","OH","USA","Northwest Florida State College"
"Arizona State",28,"2025-26","4","Jyah LoVett","Guard","5-8","Junior","San Gabriel","Calif","Bella Vista College Preparatory","San Jose State","https://thesundevils.com/sports/womens-basketball/roster/player/jyah-lovett","AZ","Pac-12","I",5,8,68,"GUARD",,"GUARD","Junior",0,"Bella Vista College Preparatory","SAN GABRIEL, CALIF","CA","USA","San Jose State"
"Arizona State",28,"2025-26","7","Martina Fantini","Center","6-3","Freshman","Florence","Italy",,,"https://thesundevils.com/sports/womens-basketball/roster/player/martina-fantini","AZ","Pac-12","I",6,3,75,"CENTER",,"CENTER","Freshman",0,,"FLORENCE, ITALY",,"ITALY",
"Arizona",29,"2025-26","0","Mickayla Perdue","G","5'7""","Gr.","Springfield","Ohio","Springfield","Glenville State","https://arizonawildcats.com/sports/womens-basketball/roster/mickayla-perdue/18565","AZ","Pac-12","I",5,7,67,"GUARD",,"GUARD","Graduate Student",0,"Springfield","SPRINGFIELD, OHIO","OH","USA","Glenville State"
"Arizona",29,"2025-26","1","Kamryn Kitchen","G","5'9""","So.","Charlotte","NC.","Independence","Virginia","https://arizonawildcats.com/sports/womens-basketball/roster/kamryn-kitchen/18566","AZ","Pac-12","I",5,9,69,"GUARD",,"GUARD","Sophomore",0,"Independence","CHARLOTTE, NC","NC","USA","Virginia"
"Arizona",29,"2025-26","10","Fredriecka Wallace","F","6'2""","Sr.","Lincoln","Nebraska","Lincoln Southwest","Kansas","https://arizonawildcats.com/sports/womens-basketball/roster/fredriecka-wallace/18571","AZ","Pac-12","I",6,2,74,"FORWARD",,"FORWARD","Senior",0,"Lincoln Southwest","LINCOLN, NEBRASKA","NE","USA","Kansas"
"Arizona",29,"2025-26","11","Tanyuel Welch","G","5'10""","R-Jr.","Indianapolis","Ind","North Central","Memphis","https://arizonawildcats.com/sports/womens-basketball/roster/tanyuel-welch/18572","AZ","Pac-12","I",5,10,70,"GUARD",,"GUARD","Junior",1,"North Central","INDIANAPOLIS, IND","IN","USA","Memphis"
"Arizona",29,"2025-26","12","Montaya Dew","F","6'2""","R-Jr.","Las Vegas","Nev","Centennial HS",,"https://arizonawildcats.com/sports/womens-basketball/roster/montaya-dew/18558","AZ","Pac-12","I",6,2,74,"FORWARD",,"FORWARD","Junior",1,"Centennial HS","LAS VEGAS, NEV","NV","USA",
"Arizona",29,"2025-26","13","Nora Francois","F","6'2""","5th","Minneapolis","Minn","Minnetonka","New Orleans","https://arizonawildcats.com/sports/womens-basketball/roster/nora-francois/18574","AZ","Pac-12","I",6,2,74,"FORWARD",,"FORWARD","Senior",0,"Minnetonka","MINNEAPOLIS, MINN","MN","USA","New Orleans"
"Arizona",29,"2025-26","14","Blessing","F","6'3""","So.","Lagos","Nigeria","Japan Aviation Academy","Yamanashi Gakuin University","https://arizonawildcats.com/sports/womens-basketball/roster/blessing-adde-adebanjo/18846","AZ","Pac-12","I",6,3,75,"FORWARD",,"FORWARD","Sophomore",0,"Japan Aviation Academy","LAGOS, NIGERIA",,"NIGERIA","Yamanashi Gakuin University"
